id,nom_medicament,nom_generique,classe_therapeutique,famille_pharmacologique,posologie_adulte,posologie_enfant,dose_maximale,frequence_administration,grossesse,allaitement
6240,PARNATE,,,,,,,,,
6241,PARIET,,Gastro - Entéro - Hépatologie > Reflux gastro-oesophagien > Antisécrétoires gastriques > Inhibiteurs de la pompe à protons > Rabéprazole > Ulcère gastroduodénal,Antisécrétoire gastrique,"Adulte : 10 à 20 mg par jour, en une prise.La durée du traitement est habituellement de plusieurs semaines.Dans le syndrome de Zollinger-Ellison : la posologie est individuelle et plus élevée.Dans l'éradication d'Helicobacter pylori : 20 mg, 2 fois par jour (matin et soir), en association à un traitement antibiotique pendant 7 jours. Le succès du traitement est étroitement lié au strict respect des posologies.",,,2 fois par jour,,
6242,PARAPSYLLIUM,,Gastro - Entéro - Hépatologie > Constipation > Laxatifs lubrifiants > Huile de paraffine associée à des mucilages ou du lactulose,HUILE DE PARAFFINE EN ASSOCIATION,"Adulte et enfant de plus de 6 ans : 1 sachet, le soir au coucher.","Adulte et enfant de plus de 6 ans : 1 sachet, le soir au coucher.",,,,
6243,PARKINANE,,Neurologie > Antiparkinsoniens > Anticholinergiques,Antiparkinsonien,Adulte : 4 à 15 mg par jour.,,,,"L'effet de ce médicament pendant la grossesse est mal connu : seul votre médecin peut évaluer le risque éventuel de son utilisation dans votre cas. Si le traitement est poursuivi jusqu'à l'accouchement, une surveillance médicale du nouveau-né est nécessaire.",L'allaitement est déconseillé pendant le traitement.
6244,PARLODEL,,Endocrinologie > Inhibiteurs de la prolactine > Bromocriptine > Neurologie > Antiparkinsoniens > Dopaminergiques > Agonistes dopaminergiques,INHIBITEURS DE LA PROLACTINE,L'augmentation de la posologie est progressive pour limiter l'apparition des effets indésirables. Le médecin recherche la posologie efficace la plus faible possible qui est strictement individuelle.,,,,"Ce médicament ne semble pas avoir d'effets nocifs pendant la grossesse. Cependant, si vous êtes enceinte, votre médecin appréciera l'opportunité de poursuivre le traitement.",Ce médicament inhibe la lactation.
6245,PARALYOC,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes à délitement rapide,Antalgique et,"Adulte et enfant pesant plus de 50 kg (environ 15 ans) : 1 ou 2 lyophilisats à 500 mg, 1 à 3 fois par jour. Ne pas dépasser 3 g (6 lyophilisats à 500 mg) par jour.Dans les douleurs sévères de l'adulte et notamment dans l'arthrose, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur prescription médicale. Dans les douleurs sévères de l'adulte et notamment dans l'arthrose, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur prescription médicale.","Adulte et enfant pesant plus de 50 kg (environ 15 ans) : 1 ou 2 lyophilisats à 500 mg, 1 à 3 fois par jour. Ne pas dépasser 3 g (6 lyophilisats à 500 mg) par jour.Dans les douleurs sévères de l'adulte et notamment dans l'arthrose, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur prescription médicale. Enfant : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. Il est nécessaire de suivre les recommandations de votre pharmacien ou de votre médecin ou de suivre les posologies suivantes données à titre indicatif :Enfant de 13 à 20 kg : 1 lyophilisat à 250 mg, 1 à 4 fois par jour, sans dépasser 4 lyophilisats à 250 mg par jour.Enfant de 21 à 25 kg : 1 lyophilisat à 250 mg, 1 à 6 fois par jour, sans dépasser 6 lyophilisats à 250 mg par jour.Enfant de 26 à 40 kg : 2 lyophilisat à 250 mg ou 1 lyophilisat à 500 mg, 1 à 4 fois par jour, sans dépasser 8 lyophilisats à 250 mg ou 4 lyophilisats à 500 mg par jour.Enfant de 41 à 50 kg : 2 lyophilisats à 250 mg ou 1 lyophilisat à 500 mg, 1 à 6 fois par jour, sans dépasser 12 lyophilisats à 250 mg ou 6 lyophilisats à 500 mg par jour.La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour. Enfant de 13 à 20 kg : 1 lyophilisat à 250 mg, 1 à 4 fois par jour, sans dépasser 4 lyophilisats à 250 mg par jour. Enfant de 21 à 25 kg : 1 lyophilisat à 250 mg, 1 à 6 fois par jour, sans dépasser 6 lyophilisats à 250 mg par jour. Enfant de 26 à 40 kg : 2 lyophilisat à 250 mg ou 1 lyophilisat à 500 mg, 1 à 4 fois par jour, sans dépasser 8 lyophilisats à 250 mg ou 4 lyophilisats à 500 mg par jour. Enfant de 41 à 50 kg : 2 lyophilisats à 250 mg ou 1 lyophilisat à 500 mg, 1 à 6 fois par jour, sans dépasser 12 lyophilisats à 250 mg ou 6 lyophilisats à 500 mg par jour. La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour.",Ne pas dépasser 3 g (6 lyophilisats à 500 mg) par jour,3 fois par jour,"Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte. Cependant, il doit être utilisé à la dose efficace la plus faible et pendant la durée la plus courte possible.","Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
6246,PARAGRIPPE,,Classification pharmacothérapeutique VIDAL: Infectiologie - Parasitologie > Divers traitements des symptômes des états infectieux > Homéopathie || Classification ATC: SYSTEME RESPIRATOIRE,Homéopathie,"Adulte et enfant de plus de 6 ans : 2 comprimés, 3 à 6 fois par jour, dès les premiers symptômes.","Adulte et enfant de plus de 6 ans : 2 comprimés, 3 à 6 fois par jour, dès les premiers symptômes.",,6 fois par jour,,
6247,PARACETAMOL/VITAMINE C/PHENIRAMINE MYLAN CONSEIL,FERVEX Adulte,Oto - Rhino - Laryngologie > Congestion nasale > Voie orale > Antihistaminique H1 + paracétamol + acide ascorbique,AUTRES MEDICAMENTS DU RHUME,"Adulte et enfant de plus de 15 ans : 1 sachet, 1 à 3 fois par jour.","Adulte et enfant de plus de 15 ans : 1 sachet, 1 à 3 fois par jour.",,3 fois par jour,"L'utilisation ponctuelle de ce médicament pendant la grossesse est possible, à condition de respecter la posologie recommandée. Néanmoins, son utilisation dans les jours qui ont précédé l'accouchement doit être signalée au médecin ; en effet, une surveillance particulière du nouveau-né peut être nécessaire.","Ce médicament passe faiblement dans le lait maternel. Par mesure de prudence, son usage est déconseillé chez la femme qui allaite."
6248,PARACETAMOL/CODEINE VIATRIS,DAFALGAN CODEINE cp pellic,Classification pharmacothérapeutique VIDAL: Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques opioïdes de palier II > Antalgiques opioïdes de palier II en association > Codéine + paracétamol || Classification ATC: SYSTEME NERVEUX > ANALGESIQUES > OPIOIDES > OPIOIDES EN ASSOCIATION AVEC DES ANALGESIQUES NON-OPIOIDES > CODEINE ET PARACETAMOL,Codéine + paracétamol,"Adulte de plus de 18 ans : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Cependant, dans les douleurs sévères, la posologie maximale peut être portée à 8 comprimés par jour, uniquement sur avis médical. Chez la personne âgée, la posologie initiale est généralement réduite de moitié.","Enfant de 12 à 18 ans : 60 mg de paracétamol et 3 mg de codéine par kg et par jour, à répartir en 4 prises. Il est nécessaire de suivre la prescription de votre médecin. À titre indicatif. Adolescent pesant de plus de 50 kg (environ à partir de 15 ans) : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Enfant pesant entre 31 et 50 kg (environ 12 à 15 ans) : 1 comprimé par prise, à renouveler si nécessaire au bout de 6 heures, sans dépasser 4 comprimés par jour. Adolescent pesant de plus de 50 kg (environ à partir de 15 ans) : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Enfant pesant entre 31 et 50 kg (environ 12 à 15 ans) : 1 comprimé par prise, à renouveler si nécessaire au bout de 6 heures, sans dépasser 4 comprimés par jour.",,6 comprimés par jour,"L'utilisation ponctuelle de ce médicament est possible pendant la grossesse sur avis médical. Signalez à l'obstétricien la prise de ce médicament en fin de grossesse : risque d'insuffisance respiratoire chez le nouveau-né en cas d'utilisation de codéine à forte dose avant l'accouchement ou risque de syndrome de sevrage en cas de traitement régulier, même à faible dose, en fin de grossesse. Ces risques peuvent être prévenus par une surveillance et un éventuel traitement adapté.","Ce médicament passe dans le lait maternel. Le passage de la codéine dans le lait maternel est faible aux doses usuelles, mais des effets toxiques pour le nourrisson ont été observés dans de très rares cas. En conséquence, ce médicament est contre-indiqué pendant l'allaitement."
6249,PARACETAMOL/VITAMINE C/PHENIRAMINE VIATRIS CONSEIL,FERVEX glé p sol buv en sachet sans sucre adulte,Classification pharmacothérapeutique VIDAL: Oto - Rhino - Laryngologie > Congestion nasale > Voie orale > Antihistaminique H1 + paracétamol + acide ascorbique || Classification ATC: SYSTEME RESPIRATOIRE > MEDICAMENTS DU RHUME ET DE LA TOUX > AUTRES MEDICAMENTS DU RHUME,Antihistaminique H1 + paracétamol + acide ascorbique,"Adulte et enfant de plus de 15 ans (à partir de 50 kg) : 1 sachet, 1 à 3 fois par jour.","Adulte et enfant de plus de 15 ans (à partir de 50 kg) : 1 sachet, 1 à 3 fois par jour.",,3 fois par jour,,
6250,PARACETAMOL/CODEINE TEVA,,Classification pharmacothérapeutique VIDAL: Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques opioïdes de palier II > Antalgiques opioïdes de palier II en association > Codéine + paracétamol || Classification ATC: SYSTEME NERVEUX > ANALGESIQUES > OPIOIDES > OPIOIDES EN ASSOCIATION AVEC DES ANALGESIQUES NON-OPIOIDES > CODEINE ET PARACETAMOL,Codéine + paracétamol,"Adulte de plus de 18 ans : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Cependant, dans les douleurs sévères, la posologie maximale peut être portée à 8 comprimés par jour, uniquement sur avis médical. Chez la personne âgée, la posologie initiale est généralement réduite de moitié.","Enfant de 12 à 18 ans : 60 mg de paracétamol et 3 mg de codéine par kg et par jour, à répartir en 4 prises. Il est nécessaire de suivre la prescription de votre médecin. À titre indicatif.Adolescent pesant de plus de 50 kg (environ à partir de 15 ans) : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour.Enfant pesant entre 31 et 50 kg (environ 12 à 15 ans) : 1 comprimé par prise, à renouveler si nécessaire au bout de 6 heures, sans dépasser 4 comprimés par jour ; Adolescent pesant de plus de 50 kg (environ à partir de 15 ans) : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Enfant pesant entre 31 et 50 kg (environ 12 à 15 ans) : 1 comprimé par prise, à renouveler si nécessaire au bout de 6 heures, sans dépasser 4 comprimés par jour ;",,6 comprimés par jour,"L'utilisation ponctuelle de ce médicament est possible pendant la grossesse sur avis médical. Signalez à l'obstétricien la prise de ce médicament en fin de grossesse : risque d'insuffisance respiratoire chez le nouveau-né en cas d'utilisation de codéine à forte dose avant l'accouchement ou risque de syndrome de sevrage en cas de traitement régulier, même à faible dose, en fin de grossesse. Ces risques peuvent être prévenus par une surveillance et un éventuel traitement adapté.","Ce médicament passe dans le lait maternel. Le passage de la codéine dans le lait maternel est faible aux doses usuelles, mais des effets toxiques pour le nourrisson ont été observés dans de très rares cas. En conséquence, ce médicament est contre-indiqué pendant l'allaitement."
6251,PARACETAMOL/CODEINE BIOGARAN,DAFALGAN CODEINE cp pellic,Classification pharmacothérapeutique VIDAL: Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques opioïdes de palier II > Antalgiques opioïdes de palier II en association > Codéine + paracétamol || Classification ATC: SYSTEME NERVEUX > ANALGESIQUES > OPIOIDES > OPIOIDES EN ASSOCIATION AVEC DES ANALGESIQUES NON-OPIOIDES > CODEINE ET PARACETAMOL,Codéine + paracétamol,"Adulte de plus de 18 ans : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Cependant, dans les douleurs sévères, la posologie maximale peut être portée à 8 comprimés par jour, uniquement sur avis médical. Chez la personne âgée, la posologie initiale est généralement réduite de moitié.","Enfant de 12 à 18 ans : 60 mg de paracétamol et 3 mg de codéine par kg et par jour, à répartir en 4 prises. Il est nécessaire de suivre la prescription de votre médecin. À titre indicatif. Adolescent pesant de plus de 50 kg (environ à partir de 15 ans) : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Enfant pesant entre 31 et 50 kg (environ 12 à 15 ans) : 1 comprimé par prise, à renouveler si nécessaire au bout de 6 heures, sans dépasser 4 comprimés par jour. Adolescent pesant de plus de 50 kg (environ à partir de 15 ans) : 1 ou 2 comprimés par prise, à renouveler si nécessaire toutes les 6 heures, sans dépasser 6 comprimés par jour. Enfant pesant entre 31 et 50 kg (environ 12 à 15 ans) : 1 comprimé par prise, à renouveler si nécessaire au bout de 6 heures, sans dépasser 4 comprimés par jour.",,6 comprimés par jour,"L'utilisation ponctuelle de ce médicament est possible pendant la grossesse sur avis médical. Signalez à l'obstétricien la prise de ce médicament en fin de grossesse : risque d'insuffisance respiratoire chez le nouveau-né en cas d'utilisation de codéine à forte dose avant l'accouchement ou risque de syndrome de sevrage en cas de traitement régulier, même à faible dose, en fin de grossesse. Ces risques peuvent être prévenus par une surveillance et un éventuel traitement adapté.","Ce médicament passe dans le lait maternel. Le passage de la codéine dans le lait maternel est faible aux doses usuelles, mais des effets toxiques pour le nourrisson ont été observés dans de très rares cas. En conséquence, ce médicament est contre-indiqué pendant l'allaitement."
6252,PARACETAMOL/CAFEINE/CODEINE VIATRIS,PRONTALGINE cp,Classification pharmacothérapeutique VIDAL: Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques opioïdes de palier II > Antalgiques opioïdes de palier II en association > Codéine + paracétamol + caféine || Classification ATC: SYSTEME NERVEUX > ANALGESIQUES > AUTRES ANALGESIQUES ET ANTIPYRETIQUES > ANILIDES > PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,Codéine + paracétamol + caféine,"Adulte de plus de 18 ans : 1 ou 2 comprimés, à renouveler si nécessaire au bout de 6 heures, sans dépasser 6 comprimés par jour. Cependant, dans les douleurs sévères, la posologie maximale peut être portée à 8 comprimés par jour, uniquement sur avis médical. Chez la personne âgée, la posologie initiale est généralement réduite de moitié.",,,6 comprimés par jour,"L'utilisation ponctuelle de ce médicament est possible pendant la grossesse sur avis médical. Signalez à l'obstétricien la prise de ce médicament en fin de grossesse : risque d'insuffisance respiratoire chez le nouveau-né en cas d'utilisation de codéine à forte dose avant l'accouchement ou risque de syndrome de sevrage en cas de traitement régulier, même à faible dose, en fin de grossesse. Ces risques peuvent être prévenus par une surveillance et un éventuel traitement adapté.","Ce médicament passe dans le lait maternel. Le passage de la codéine dans le lait maternel est faible aux doses usuelles, mais des effets toxiques pour le nourrisson ont été observés dans de très rares cas. En conséquence, ce médicament est contre-indiqué pendant l'allaitement."
6253,PARACETAMOL/CAFEINE/CODEINE ARROW,PRONTALGINE cp,Classification pharmacothérapeutique VIDAL: Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques opioïdes de palier II > Antalgiques opioïdes de palier II en association > Codéine + paracétamol + caféine || Classification ATC: SYSTEME NERVEUX > ANALGESIQUES > AUTRES ANALGESIQUES ET ANTIPYRETIQUES > ANILIDES > PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,Codéine + paracétamol + caféine,"Adulte de 18 ans et plus : 1 ou 2 comprimés, à renouveler si nécessaire au bout de 6 heures, sans dépasser 6 comprimés par jour. Cependant, dans les douleurs sévères, la posologie maximale peut être portée à 8 comprimés par jour, uniquement sur avis médical. Chez la personne âgée, la posologie initiale est généralement réduite de moitié.",,,6 comprimés par jour,"L'utilisation ponctuelle de ce médicament est possible pendant la grossesse sur avis médical. Signalez à l'obstétricien la prise de ce médicament en fin de grossesse : risque d'insuffisance respiratoire chez le nouveau-né en cas d'utilisation de codéine à forte dose avant l'accouchement ou risque de syndrome de sevrage en cas de traitement régulier, même à faible dose, en fin de grossesse. Ces risques peuvent être prévenus par une surveillance et un éventuel traitement adapté.","Ce médicament passe dans le lait maternel. Le passage de la codéine dans le lait maternel est faible aux doses usuelles, mais des effets toxiques pour le nourrisson ont été observés dans de très rares cas. En conséquence, ce médicament est contre-indiqué pendant l'allaitement."
6254,PARACETAMOL/CAFEINE/CODEINE BIOGARAN,,Classification pharmacothérapeutique VIDAL: Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques opioïdes de palier II > Antalgiques opioïdes de palier II en association > Codéine + paracétamol + caféine || Classification ATC: SYSTEME NERVEUX > ANALGESIQUES > AUTRES ANALGESIQUES ET ANTIPYRETIQUES > ANILIDES > PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES,Codéine + paracétamol + caféine,"Adulte de plus de 18 ans : 1 ou 2 comprimés, à renouveler si nécessaire au bout de 6 heures, sans dépasser 6 comprimés par jour. Cependant, dans les douleurs sévères, la posologie maximale peut être portée à 8 comprimés par jour, uniquement sur avis médical. Chez la personne âgée, la posologie initiale est généralement réduite de moitié.",,,6 comprimés par jour,"L'utilisation ponctuelle de ce médicament est possible pendant la grossesse sur avis médical. Signalez à l'obstétricien la prise de ce médicament en fin de grossesse : risque d'insuffisance respiratoire chez le nouveau-né en cas d'utilisation de codéine à forte dose avant l'accouchement ou risque de syndrome de sevrage en cas de traitement régulier, même à faible dose, en fin de grossesse. Ces risques peuvent être prévenus par une surveillance et un éventuel traitement adapté.","Ce médicament passe dans le lait maternel. Le passage de la codéine dans le lait maternel est faible aux doses usuelles, mais des effets toxiques pour le nourrisson ont été observés dans de très rares cas. En conséquence, ce médicament est contre-indiqué pendant l'allaitement."
6255,PARACETAMOL ZYDUS FRANCE,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes sèches,PARACETAMOL,,,,,,
6256,PARACETAMOL ZYDUS,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes sèches,Antalgique et,"Adulte et adolescent pesant plus de 50 kg (à partir d'environ 15 ans) : 1 à 2 comprimés à 500 mg ou 1 comprimé à 1 g, 1 à 3 fois par jour. Ne pas prendre 2 comprimés à 1 g en même temps et ne pas dépasser 3 g de paracétamol par jour sans avis médical..Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical.","Adulte et adolescent pesant plus de 50 kg (à partir d'environ 15 ans) : 1 à 2 comprimés à 500 mg ou 1 comprimé à 1 g, 1 à 3 fois par jour. Ne pas prendre 2 comprimés à 1 g en même temps et ne pas dépasser 3 g de paracétamol par jour sans avis médical..Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical. Enfant pesant plus de 27 kg : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. A titre indicatif :Enfant de 27 à 40 kg (environ 8 à 13 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 6 heures sans dépasser 4 comprimés à 500 mg par jour.Enfant de 41 à 50 kg (environ 12 à 15 ans) : 1 comprimé à 500 mg, à renouveler si besoin au bout de 4 heures sans dépasser 6 comprimés à 500 mg par jour.La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour. Enfant de 27 à 40 kg (environ 8 à 13 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 6 heures sans dépasser 4 comprimés à 500 mg par jour. Enfant de 41 à 50 kg (environ 12 à 15 ans) : 1 comprimé à 500 mg, à renouveler si besoin au bout de 4 heures sans dépasser 6 comprimés à 500 mg par jour. La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour.",ne pas dépasser 3 g de paracétamol par jour sans avis médical,3 fois par jour,,"Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
6257,PARACETAMOL ZENTIVA LAB,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes sèches,Antalgique et,"Adulte et adolescent de plus de 15 ans (pesant plus de 60 kg) : 1 comprimé à 500 mg ou 1/2 comprimé à 1000 mg, 1 à 4 fois par jour ou 2 comprimés à 500 mg ou 1 comprimé à 1000 mg, 1 à 3 fois par jour. Ne jamais prendre 2 comprimés à 1000 mg en même temps et ne pas dépasser 3 g de paracétamol par jour (6 comprimés à 500 mg ou 3 comprimés à 1000 mg) sans avis médical.","Adulte et adolescent de plus de 15 ans (pesant plus de 60 kg) : 1 comprimé à 500 mg ou 1/2 comprimé à 1000 mg, 1 à 4 fois par jour ou 2 comprimés à 500 mg ou 1 comprimé à 1000 mg, 1 à 3 fois par jour. Ne jamais prendre 2 comprimés à 1000 mg en même temps et ne pas dépasser 3 g de paracétamol par jour (6 comprimés à 500 mg ou 3 comprimés à 1000 mg) sans avis médical. Enfant de plus 6 ans : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. A titre indicatif : Enfant de 21 à 24 kg (environ 6 à 8 ans) : 1/2 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 5 demi-comprimés à 500 mg par jour.Enfant de 25 à 32 kg (environ 6 à 8 ans) : 1/2 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 6 demi-comprimés à 500 mg par jour.Enfant de 33 à 34 kg (environ 10 à 12 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 4 comprimés à 500 mg par jour.Enfant de 35 à 60 kg (environ 12 à 15 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 6 comprimés à 500 mg par jour Enfant de 21 à 24 kg (environ 6 à 8 ans) : 1/2 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 5 demi-comprimés à 500 mg par jour. Enfant de 25 à 32 kg (environ 6 à 8 ans) : 1/2 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 6 demi-comprimés à 500 mg par jour. Enfant de 33 à 34 kg (environ 10 à 12 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 4 comprimés à 500 mg par jour. Enfant de 35 à 60 kg (environ 12 à 15 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 4 à 6 heures sans dépasser 6 comprimés à 500 mg par jour La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour pour les enfants pesant plus de 38 kg.",ne pas dépasser 3 g de paracétamol par jour (6 comprimés à 500 mg ou 3 comprimés à 1000 mg) sans avis médical,4 fois par jour,"Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte. Cependant, il doit être utilisé à la dose efficace la plus faible et pendant la durée la plus courte possible.","Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
6258,PARACETAMOL ZENTIVA KS,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes sèches,PARACETAMOL,,,,,,
6259,PARACETAMOL VJ-PHARM,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes à délitement rapide,PARACETAMOL,,,,,,
6260,PARACETAMOL VIATRIS SANTE,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes sèches,PARACETAMOL,,,,,,
6261,PARACETAMOL ZENTIVA,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes effervescentes,Antalgique et,"Adulte et adolescent pesant plus de 50 kg (à partir d'environ 15 ans) : 1 à 2 comprimés à 500 mg ou 1 comprimé à 1 g, 1 à 3 fois par jour. Ne pas prendre 2 comprimés à 1 g en même temps et ne pas dépasser 3 g de paracétamol par jour sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical.","Adulte et adolescent pesant plus de 50 kg (à partir d'environ 15 ans) : 1 à 2 comprimés à 500 mg ou 1 comprimé à 1 g, 1 à 3 fois par jour. Ne pas prendre 2 comprimés à 1 g en même temps et ne pas dépasser 3 g de paracétamol par jour sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical. Enfant : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. A titre indicatif :Enfant de 27 à 40 kg (environ 8 à 13 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 6 heures sans dépasser 4 comprimés à 500 mg par jour.Enfant de 41 à 50 kg (environ 12 à 15 ans) : 1 comprimé à 500 mg, à renouveler si besoin au bout de 4 heures sans dépasser 6 comprimés à 500 mg par jour.La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour pour les enfants pesant plus de 38 kg. Enfant de 27 à 40 kg (environ 8 à 13 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 6 heures sans dépasser 4 comprimés à 500 mg par jour. Enfant de 41 à 50 kg (environ 12 à 15 ans) : 1 comprimé à 500 mg, à renouveler si besoin au bout de 4 heures sans dépasser 6 comprimés à 500 mg par jour. La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour pour les enfants pesant plus de 38 kg.",ne pas dépasser 3 g de paracétamol par jour sans avis médical,3 fois par jour,"Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte. Cependant, il doit être utilisé à la dose efficace la plus faible et pendant la durée la plus courte possible.","Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
